"Course_name","Inst_Name","Alloted_
"INFORMATION
TECHNOLOGY","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","SEBC","GUJCET Based","Self-Finance","1538.00","3462.00"
"INFORMATION
TECHNOLOGY","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","ST","GUJCET Based","Self-Finance","24857.50","24857.50"
"INFORMATION
TECHNOLOGY","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","EWS","GUJCET Based","Self-Finance","7737.00","8466.00"
"INFORMATION
TECHNOLOGY","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","GEN","GUJCET Based","Self-Finance","5517.00","7606.00"
"INFORMATION
TECHNOLOGY","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","SC","GUJCET Based","Self-Finance","40007.00","40007.00"
"INFORMATION
TECHNOLOGY","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","SEBC","GUJCET Based","Self-Finance","8572.00","18202.00"
"INFORMATION
TECHNOLOGY","GANDHINAGAR INSTITUTE OF TECHNOLOGY,
MOTI BHOYAN, KALOL, GANDHINAGAR","GEN","GUJCET Based","Self-Finance","12192.00","35353.00"
"INFORMATION
TECHNOLOGY","GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF
ENGINEERING, KHERVA, MEHSANA","GEN","GUJCET Based","Self-Finance","15725.00","50415.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","EWS","GUJCET Based","Govt / GIA","7612.00","9615.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","GEN","GUJCET Based","Govt / GIA","7041.00","7150.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","SC","GUJCET Based","Govt / GIA","36989.00","36989.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","SEBC","GUJCET Based","Govt / GIA","10585.00","12545.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","ST","GUJCET Based","Govt / GIA","38900.00","38900.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA","EWS","GUJCET Based","Govt / GIA","18604.00","21999.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA","GEN","GUJCET Based","Govt / GIA","9372.00","18141.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA","SC","GUJCET Based","Govt / GIA","23194.00","31053.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA","SEBC","GUJCET Based","Govt / GIA","20490.00","25089.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA","ST","GUJCET Based","Govt / GIA","28390.00","28390.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA","GEN","JEE Based","Govt / GIA","904413.00","905753.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA","SEBC","JEE Based","Govt / GIA","909721.00","909757.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","ESM","GUJCET Based","Govt / GIA","23791.00","23791.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","4376.00","4614.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","3540.00","4018.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SC","GUJCET Based","Govt / GIA","14864.00","15186.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","4484.00","6504.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","ST","GUJCET Based","Govt / GIA","26540.00","34799.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","GEN","JEE Based","Govt / GIA","901241.00","901534.00"
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SEBC","JEE Based","Govt / GIA","902887.00","902887.00"
"INFORMATION
TECHNOLOGY","GROW MORE FACULTY OF ENGINEERING,
BERNA, HIMMATNAGAR","GEN","GUJCET Based","Self-Finance","26237.00","26237.00"
"INFORMATION
TECHNOLOGY","INDUS INSTITUTE OF TECH. & ENGG.,
RACHARDA, AHMEDABAD","GEN","GUJCET Based","Self-Finance","20939.00","50481.00"
"INFORMATION
TECHNOLOGY","INSTITUTE OF ADVANCED RESEARCH,
GANDHINAGAR","GEN","GUJCET Based","Self-Finance","9230.00","50350.00"
"INFORMATION
TECHNOLOGY","ITM (SLS) BARODA UNIVERSITY (FORMERLY
KNOWN AS ITM UNIVERSE), VADODARA","GEN","GUJCET Based","Self-Finance","13905.00","14893.00"
"INFORMATION
TECHNOLOGY","JG UNIVERSITY - SCHOOL OF ENGINEERING,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","20020.00","35184.00"
"INFORMATION
TECHNOLOGY","K.J. INSTITUTE OF ENGG. AND TECH., SAVALI","GEN","GUJCET Based","Self-Finance","35344.00","50421.00"
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","EWS","GUJCET Based","Govt / GIA","1184.00","1404.00"
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","GUJCET Based","Govt / GIA","956.00","1073.00"
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SC","GUJCET Based","Govt / GIA","5922.00","5922.00"
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SEBC","GUJCET Based","Govt / GIA","1260.00","1708.00"
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ST","GUJCET Based","Govt / GIA","17249.00","17249.00"
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","EWS","JEE Based","Govt / GIA","900949.00","900949.00"
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","JEE Based","Govt / GIA","900307.00","900307.00"
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SEBC","JEE Based","Govt / GIA","901411.00","901411.00"
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ST","JEE Based","Govt / GIA","912047.00","912047.00"
"INFORMATION
TECHNOLOGY","L.D.R.P. INSTITUTE OF TECH. & RESEARCH.,
GANDHINAGAR","EWS","GUJCET Based","Self-Finance","33510.00","38472.00"
"INFORMATION
TECHNOLOGY","L.D.R.P. INSTITUTE OF TECH. & RESEARCH.,
GANDHINAGAR","GEN","GUJCET Based","Self-Finance","6517.00","33154.00"
"INFORMATION
TECHNOLOGY","L.D.R.P. INSTITUTE OF TECH. & RESEARCH.,
GANDHINAGAR","SC","GUJCET Based","Self-Finance","34706.00","50228.00"
"INFORMATION
TECHNOLOGY","L.E.COLLEGE ,MORBI","EWS","GUJCET Based","Govt / GIA","15798.00","18596.00"
"INFORMATION
TECHNOLOGY","L.E.COLLEGE ,MORBI","GEN","GUJCET Based","Govt / GIA","10392.00","13989.00"
"INFORMATION
TECHNOLOGY","L.E.COLLEGE ,MORBI","SEBC","GUJCET Based","Govt / GIA","14070.00","18240.00"
"INFORMATION
TECHNOLOGY","L.E.COLLEGE ,MORBI","GEN","JEE Based","Govt / GIA","905309.00","905309.00"
"INFORMATION
TECHNOLOGY","L.E.COLLEGE ,MORBI","SEBC","JEE Based","Govt / GIA","905396.00","905396.00"
"INFORMATION
TECHNOLOGY","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","EWS","GUJCET Based","Self-Finance","15252.00","18928.00"
"INFORMATION
TECHNOLOGY","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","11300.00","15068.00"
"INFORMATION
TECHNOLOGY","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","SC","GUJCET Based","Self-Finance","27564.00","27564.00"
"INFORMATION
TECHNOLOGY","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","SEBC","GUJCET Based","Self-Finance","20783.00","29312.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"INFORMATION
TECHNOLOGY","MADHUBEN & BHANUBHAI PATEL INSTITUTE OF
TECHNOLOGY, NEW V.V.NAGAR","GEN","GUJCET Based","Self-Finance","2877.00","50590.00"
"INFORMATION
TECHNOLOGY","MARWADI EDUCATION FOUNDATION'S GROUP
OF INSTITUTIONS - FACULTY OF ENGINEERING &
TECHNOLOGY, RAJKOT","GEN","GUJCET Based","Self-Finance","24080.00","38647.00"
"INFORMATION
TECHNOLOGY","P.P. SAVANI SCHOOL OF ENGINEERING, P.P.
SAVANI UNIVERSITY, KOSAMBA","GEN","GUJCET Based","Self-Finance","17465.00","37918.00"
"INFORMATION
TECHNOLOGY","PARUL INSTITUTE OF ENGINEERING &
TECHNOLOGY, WAGHODIA, VADODARA","GEN","GUJCET Based","Self-Finance","26252.00","34322.00"
"INFORMATION
TECHNOLOGY","R.K. UNIVERSITY - SCHOOL OF ENGINEERING,
RAJKOT","GEN","GUJCET Based","Self-Finance","14005.00","19269.00"
"INFORMATION
TECHNOLOGY","R.N.G. PATEL INSTITUTE OF TECHNOLOGY-
RNGPIT (FETR), BARDOLI","GEN","GUJCET Based","Self-Finance","11950.00","31618.00"
"INFORMATION
TECHNOLOGY","SAL COLLEGE OF ENGINEERING , AHMEDABAD","GEN","GUJCET Based","Self-Finance","11206.00","39719.00"
"INFORMATION
TECHNOLOGY","SAL ENGINEERING &TECHNICAL INSTITUTE,
SOLA, AHMEDABAD","GEN","GUJCET Based","Self-Finance","13731.00","39905.00"
"INFORMATION
TECHNOLOGY","SANKALCHAND PATEL COLLEGE OF ENGG.,
VISNAGAR","GEN","GUJCET Based","Self-Finance","17710.00","35889.00"
"INFORMATION
TECHNOLOGY","SARDAR PATEL COLLEGE OF ENGINEERING,
BAKROL ANAND","GEN","GUJCET Based","Self-Finance","23770.00","50179.00"
"INFORMATION
TECHNOLOGY","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","EWS","GUJCET Based","Self-Finance","19155.00","26533.00"
"INFORMATION
TECHNOLOGY","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","GEN","GUJCET Based","Self-Finance","13997.00","18933.00"
"INFORMATION
TECHNOLOGY","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","SC","GUJCET Based","Self-Finance","27770.00","28433.00"
"INFORMATION
TECHNOLOGY","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","SEBC","GUJCET Based","Self-Finance","25174.00","50320.00"
"INFORMATION
TECHNOLOGY","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","EWS","GUJCET Based","Self-Finance","10025.00","12069.00"
"INFORMATION
TECHNOLOGY","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","GEN","GUJCET Based","Self-Finance","4926.00","9900.00"
"INFORMATION
TECHNOLOGY","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","SC","GUJCET Based","Self-Finance","28249.00","28249.00"
"INFORMATION
TECHNOLOGY","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","SEBC","GUJCET Based","Self-Finance","12293.00","20142.00"
"INFORMATION
TECHNOLOGY","SCHOOL OF ENGINEERING, INDRASHIL
UNIVERSITY, KADI","GEN","GUJCET Based","Self-Finance","28014.00","28014.00"
"INFORMATION
TECHNOLOGY","SHANKERSINH VAGHELA BAPU INSTITUTE OF
TECH., UNAVA, GANDHINAGAR","GEN","GUJCET Based","Self-Finance","21900.00","21900.00"
"INFORMATION
TECHNOLOGY","SHANTILAL SHAH ENGINEERING COLLEGE
,BHAVNAGAR","EWS","GUJCET Based","Govt / GIA","16520.00","20027.00"
"INFORMATION
TECHNOLOGY","SHANTILAL SHAH ENGINEERING COLLEGE
,BHAVNAGAR","GEN","GUJCET Based","Govt / GIA","11305.00","15545.00"
"INFORMATION
TECHNOLOGY","SHANTILAL SHAH ENGINEERING COLLEGE
,BHAVNAGAR","SEBC","GUJCET Based","Govt / GIA","15848.00","20282.00"
"INFORMATION
TECHNOLOGY","SHANTILAL SHAH ENGINEERING COLLEGE
,BHAVNAGAR","GEN","JEE Based","Govt / GIA","902304.00","902924.00"
"INFORMATION
TECHNOLOGY","SHANTILAL SHAH ENGINEERING COLLEGE
,BHAVNAGAR","SC","JEE Based","Govt / GIA","922087.00","922087.00"
"INFORMATION
TECHNOLOGY","SHREE PAREKH ENGINEEIRNG COLLEGE,
MAHUVA","GEN","GUJCET Based","Self-Finance","11331.00","11331.00"
"INFORMATION
TECHNOLOGY","SHREE SWAMINARAYAN INSTITUTE OF
TECHNOLOGY, BHAT, GANDHINAGAR","GEN","GUJCET Based","Self-Finance","17811.00","34008.00"
"INFORMATION
TECHNOLOGY","SHRI SADVIDHYA MANDAL INSTITUTE OF TECH.,
BHARUCH","GEN","GUJCET Based","Self-Finance","33082.00","50494.00"
"INFORMATION
TECHNOLOGY","SHRI SITARAM N PATEL INST. OF TECH. & RES.
(SNPIT), BARDOLI, UMRAKH (VIDHYABHARTI
TRUST)","GEN","GUJCET Based","Self-Finance","38357.00","50095.00"
"INFORMATION
TECHNOLOGY","SHRI SWAMI ATMANAND SARASWATI INSTITUTE
OF TECH., SURAT","EWS","GUJCET Based","Self-Finance","22923.00","23242.00"
"INFORMATION
TECHNOLOGY","SHRI SWAMI ATMANAND SARASWATI INSTITUTE
OF TECH., SURAT","GEN","GUJCET Based","Self-Finance","18785.00","21996.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"INFORMATION
TECHNOLOGY","SILVER OAK COLLEGE OF ENGG., & TECH.
(WITHIN AMHEDABAD MUNICIPAL
CORPORATION LIMIT), AHMEDABAD","GEN","GUJCET Based","Self-Finance","9448.00","34400.00"
"INFORMATION
TECHNOLOGY","SWARRNIM INSTITUTE OF TECHNOLOGY","GEN","GUJCET Based","Self-Finance","28756.00","39020.00"
"INFORMATION
TECHNOLOGY","V.V.P. ENGINEERING COLLEGE, RAJKOT","EWS","GUJCET Based","Self-Finance","23646.00","25466.00"
"INFORMATION
TECHNOLOGY","V.V.P. ENGINEERING COLLEGE, RAJKOT","GEN","GUJCET Based","Self-Finance","15250.00","21176.00"
"INFORMATION
TECHNOLOGY","V.V.P. ENGINEERING COLLEGE, RAJKOT","SC","GUJCET Based","Self-Finance","34229.00","34229.00"
"INFORMATION
TECHNOLOGY","V.V.P. ENGINEERING COLLEGE, RAJKOT","SEBC","GUJCET Based","Self-Finance","34964.00","39904.00"
"INFORMATION
TECHNOLOGY","VADODARA INSTITUTE OF ENGINEERING,
KOTAMBI, WAGHODIYA, VADODARA","GEN","GUJCET Based","Self-Finance","26821.00","26821.00"
"INFORMATION
TECHNOLOGY","VIDHYADEEP INSTITUTE OF ENGINEERING &
TECHNOLOGY, ANITA(KIM), SURAT","GEN","GUJCET Based","Self-Finance","38411.00","38411.00"
"INFORMATION
TECHNOLOGY","VIDUSH SOMANY INSTITUTE OF TECH. & RES.,
KADI","GEN","GUJCET Based","Self-Finance","37183.00","37183.00"
"INFORMATION
TECHNOLOGY","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","1969.00","2231.00"
"INFORMATION
TECHNOLOGY","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","1824.00","1920.00"
"INFORMATION
TECHNOLOGY","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SC","GUJCET Based","Govt / GIA","6729.00","8939.00"
"INFORMATION
TECHNOLOGY","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","1946.00","2494.00"
"INFORMATION
TECHNOLOGY","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ST","GUJCET Based","Govt / GIA","28003.00","28627.00"
"INFORMATION
TECHNOLOGY","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","EWS","JEE Based","Govt / GIA","901323.00","901323.00"
"INFORMATION
TECHNOLOGY","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","JEE Based","Govt / GIA","900390.00","900390.00"
"INFORMATION
TECHNOLOGY","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","JEE Based","Govt / GIA","902202.00","902202.00"
"INFORMATION
TECHNOLOGY - TFWS","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","TFWs","GUJCET Based","Self-Finance","4869.00","7257.00"
"INFORMATION
TECHNOLOGY - TFWS","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","TFWs","GUJCET Based","Self-Finance","9632.00","10226.00"
"INFORMATION
TECHNOLOGY - TFWS","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","TFWs","GUJCET Based","Self-Finance","862.00","862.00"
"INFORMATION
TECHNOLOGY - TFWS","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","TFWs","GUJCET Based","Self-Finance","2235.00","2235.00"
"INFORMATION
TECHNOLOGY - TFWS","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","TFWs","GUJCET Based","Self-Finance","581.00","664.00"
"INFORMATION
TECHNOLOGY - TFWS","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","TFWs","GUJCET Based","Self-Finance","2641.00","2870.00"
"INFORMATION
TECHNOLOGY - TFWS","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","TFWs","GUJCET Based","Govt / GIA","5803.00","5803.00"
"INFORMATION
TECHNOLOGY - TFWS","GOVERNMENT ENGINEERING COLLEGE,
MODASA","TFWs","GUJCET Based","Govt / GIA","10033.00","11202.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"INFORMATION
TECHNOLOGY - TFWS","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","3260.00","3335.00"
"INFORMATION
TECHNOLOGY - TFWS","INDUS INSTITUTE OF TECH. & ENGG.,
RACHARDA, AHMEDABAD","TFWs","GUJCET Based","Self-Finance","8750.00","9294.00"
"INFORMATION
TECHNOLOGY - TFWS","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","TFWs","GUJCET Based","Govt / GIA","731.00","731.00"
"INFORMATION
TECHNOLOGY - TFWS","L.D.R.P. INSTITUTE OF TECH. & RESEARCH.,
GANDHINAGAR","TFWs","GUJCET Based","Self-Finance","6905.00","6906.00"
"INFORMATION
TECHNOLOGY - TFWS","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","TFWs","GUJCET Based","Self-Finance","4608.00","5168.00"
"INFORMATION
TECHNOLOGY - TFWS","SAL COLLEGE OF ENGINEERING , AHMEDABAD","TFWs","GUJCET Based","Self-Finance","7325.00","7325.00"
"INFORMATION
TECHNOLOGY - TFWS","SHANTILAL SHAH ENGINEERING COLLEGE
,BHAVNAGAR","TFWs","GUJCET Based","Govt / GIA","9841.00","9841.00"
"INFORMATION
TECHNOLOGY - TFWS","SHREE SWAMINARAYAN INSTITUTE OF
TECHNOLOGY, BHAT, GANDHINAGAR","TFWs","GUJCET Based","Self-Finance","6913.00","6913.00"
"INFORMATION
TECHNOLOGY - TFWS","SHRI SWAMI ATMANAND SARASWATI INSTITUTE
OF TECH., SURAT","TFWs","GUJCET Based","Self-Finance","3009.00","3009.00"
"INFORMATION
TECHNOLOGY - TFWS","V.V.P. ENGINEERING COLLEGE, RAJKOT","TFWs","GUJCET Based","Self-Finance","6263.00","6263.00"
"INFORMATION
TECHNOLOGY - TFWS","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","1572.00","1575.00"
"INFORMATION
TECHNOLOGY &
ENGINEERING","P.P. SAVANI SCHOOL OF ENGINEERING, P.P.
SAVANI UNIVERSITY, KOSAMBA","GEN","GUJCET Based","Self-Finance","23536.00","23536.00"
"INFORMATION
TECHNOLOGY &
ENGINEERING - TFW","P.P. SAVANI SCHOOL OF ENGINEERING, P.P.
SAVANI UNIVERSITY, KOSAMBA","TFWs","GUJCET Based","Self-Finance","13836.00","13836.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","EWS","GUJCET Based","Govt / GIA","14335.00","15540.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","GEN","GUJCET Based","Govt / GIA","7891.00","12200.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","SEBC","GUJCET Based","Govt / GIA","12219.00","21980.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","EWS","JEE Based","Govt / GIA","903514.00","903514.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","GEN","JEE Based","Govt / GIA","902238.00","902238.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","SEBC","JEE Based","Govt / GIA","905888.00","905888.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","EWS","GUJCET Based","Self-Finance","21737.00","21737.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","GEN","GUJCET Based","Self-Finance","7936.00","18633.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","SEBC","GUJCET Based","Self-Finance","24876.00","24876.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","GUJCET Based","Govt / GIA","35157.00","39221.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","JEE Based","Govt / GIA","903221.00","930695.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","25497.00","29078.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","21404.00","25228.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","25302.00","50315.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SEBC","JEE Based","Govt / GIA","910020.00","910020.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"INSTRUMENTATION &
CONTROL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","EWS","GUJCET Based","Govt / GIA","11281.00","11988.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","GUJCET Based","Govt / GIA","2820.00","10377.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SC","GUJCET Based","Govt / GIA","22260.00","27910.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SEBC","GUJCET Based","Govt / GIA","10640.00","10640.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","JEE Based","Govt / GIA","901740.00","901826.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SC","JEE Based","Govt / GIA","916485.00","916485.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","GEN","GUJCET Based","Self-Finance","28972.00","50242.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","16393.00","19766.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","14500.00","16386.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","21905.00","26008.00"
"INSTRUMENTATION &
CONTROL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","JEE Based","Govt / GIA","902668.00","902668.00"
"INSTRUMENTATION &
CONTROL ENGINEERING -
TFWS","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","TFWs","GUJCET Based","Govt / GIA","6538.00","6538.00"
